PositionId,statecode,county,point_latitude,point_longitude,line,construction
608004,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
296060,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
963661,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
165499,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
450915,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
186842,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Masonry
424579,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Masonry
678928,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
801019,FL,VOLUSIA COUNTY,29.235998,-81.031281,Residential,Wood
150073,FL,VOLUSIA COUNTY,29.229763,-81.037354,Residential,Wood
567840,FL,VOLUSIA COUNTY,29.23629,-81.040245,Residential,Wood
204141,FL,VOLUSIA COUNTY,29.228109,-81.048302,Residential,Wood
534558,FL,VOLUSIA COUNTY,29.239412,-81.052765,Residential,Wood
177769,FL,VOLUSIA COUNTY,29.23991,-81.05396,Residential,Wood
398850,FL,VOLUSIA COUNTY,29.2361,-81.0569,Residential,Wood
371371,FL,VOLUSIA COUNTY,29.2361,-81.0569,Residential,Wood
722892,FL,VOLUSIA COUNTY,29.24721,-81.03838,Residential,Wood
241078,FL,VOLUSIA COUNTY,29.24721,-81.03838,Residential,Wood
563837,FL,VOLUSIA COUNTY,29.245092,-81.041077,Commercial,Reinforced Masonry
924438,FL,VOLUSIA COUNTY,29.245092,-81.041077,Residential,Wood
614342,FL,VOLUSIA COUNTY,29.249586,-81.061562,Residential,Wood
566416,FL,VOLUSIA COUNTY,29.24483,-81.04882,Residential,Masonry
953411,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Masonry
602785,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Masonry
554802,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Masonry
244208,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
446578,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Wood
238122,FL,VOLUSIA COUNTY,29.243679,-81.046638,Residential,Masonry
410270,FL,VOLUSIA COUNTY,29.23623,-81.0121,Commercial,Reinforced Concrete
949665,FL,VOLUSIA COUNTY,29.23623,-81.0121,Commercial,Reinforced Masonry
194495,FL,VOLUSIA COUNTY,29.23623,-81.0121,Commercial,Reinforced Masonry
723640,FL,VOLUSIA COUNTY,29.23623,-81.0121,Commercial,Reinforced Masonry
556684,FL,VOLUSIA COUNTY,29.23699,-81.01247,Commercial,Reinforced Concrete
877280,FL,VOLUSIA COUNTY,29.22464,-81.00608,Commercial,Reinforced Concrete
762491,FL,VOLUSIA COUNTY,29.24184,-81.02112,Residential,Masonry
355625,FL,VOLUSIA COUNTY,29.240263,-81.021355,Residential,Masonry
300347,FL,VOLUSIA COUNTY,29.240263,-81.021355,Residential,Wood
341934,FL,VOLUSIA COUNTY,29.26185,-81.03203,Residential,Wood
401532,FL,VOLUSIA COUNTY,29.263128,-81.026321,Residential,Masonry
358991,FL,VOLUSIA COUNTY,29.19282,-80.991493,Residential,Masonry
808985,FL,VOLUSIA COUNTY,29.2102,-81.0025,Residential,Wood
987796,FL,VOLUSIA COUNTY,29.23395,-81.01477,Residential,Masonry
637200,FL,VOLUSIA COUNTY,29.265644,-81.027107,Residential,Wood
536035,FL,VOLUSIA COUNTY,29.23176,-81.01012,Commercial,Steel Frame
544360,FL,VOLUSIA COUNTY,29.22507,-81.01331,Residential,Masonry
667400,FL,VOLUSIA COUNTY,29.17653,-80.98579,Residential,Masonry
145359,FL,VOLUSIA COUNTY,29.17653,-80.98579,Residential,Masonry
275976,FL,VOLUSIA COUNTY,29.17653,-80.98579,Residential,Masonry
793469,FL,VOLUSIA COUNTY,29.17653,-80.98579,Residential,Masonry
507945,FL,VOLUSIA COUNTY,29.17653,-80.98579,Residential,Masonry
836401,FL,VOLUSIA COUNTY,29.2471,-81.02437,Residential,Masonry
715596,FL,VOLUSIA COUNTY,29.2471,-81.02437,Residential,Masonry
377990,FL,VOLUSIA COUNTY,29.238058,-81.016136,Commercial,Reinforced Masonry
103168,FL,VOLUSIA COUNTY,29.238058,-81.016136,Residential,Wood
951870,FL,VOLUSIA COUNTY,29.26564,-81.02981,Commercial,Reinforced Masonry
167537,FL,VOLUSIA COUNTY,29.26564,-81.02981,Commercial,Reinforced Masonry
587641,FL,VOLUSIA COUNTY,29.26564,-81.02981,Residential,Wood
610380,FL,VOLUSIA COUNTY,29.26564,-81.02981,Commercial,Reinforced Masonry
533314,FL,VOLUSIA COUNTY,29.26564,-81.02981,Residential,Masonry
962846,FL,VOLUSIA COUNTY,29.26564,-81.02981,Commercial,Reinforced Masonry
262394,FL,VOLUSIA COUNTY,29.18969,-80.99028,Commercial,Reinforced Masonry
797490,FL,VOLUSIA COUNTY,29.24524,-81.02254,Residential,Masonry
701308,FL,VOLUSIA COUNTY,29.22587,-81.00666,Commercial,Reinforced Masonry
991007,FL,VOLUSIA COUNTY,29.22864,-81.01052,Commercial,Steel Frame
885405,FL,VOLUSIA COUNTY,29.21982,-81.00971,Residential,Wood
369643,FL,VOLUSIA COUNTY,29.218996,-81.004143,Commercial,Reinforced Masonry
273137,FL,VOLUSIA COUNTY,29.23035,-81.01093,Commercial,Reinforced Concrete
644484,FL,VOLUSIA COUNTY,29.2102,-81.0025,Residential,Masonry
930476,FL,VOLUSIA COUNTY,29.2102,-81.0025,Residential,Wood
608901,FL,VOLUSIA COUNTY,29.163824,-80.975708,Commercial,Reinforced Concrete
212362,FL,VOLUSIA COUNTY,29.15402,-80.970467,Residential,Wood
500572,FL,VOLUSIA COUNTY,29.161444,-80.974739,Residential,Wood
765810,FL,VOLUSIA COUNTY,29.163824,-80.975708,Residential,Wood
388813,FL,VOLUSIA COUNTY,29.161444,-80.974739,Residential,Wood
208750,FL,VOLUSIA COUNTY,29.161444,-80.974739,Residential,Wood
942556,FL,VOLUSIA COUNTY,29.226465,-81.009109,Residential,Wood
539954,FL,VOLUSIA COUNTY,29.22627,-81.009399,Residential,Wood
287107,FL,VOLUSIA COUNTY,29.159595,-81.063126,Residential,Wood
106859,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Masonry
750354,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Wood
331321,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Wood
486174,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Wood
387503,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Wood
450193,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Wood
698198,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Wood
541857,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Wood
493914,FL,VOLUSIA COUNTY,29.173075,-81.006111,Residential,Masonry
262016,FL,VOLUSIA COUNTY,29.165751,-80.998528,Residential,Masonry
217685,FL,VOLUSIA COUNTY,29.165407,-80.998741,Residential,Masonry
939867,FL,VOLUSIA COUNTY,29.164598,-81.053642,Commercial,Reinforced Concrete
293951,FL,VOLUSIA COUNTY,29.16161,-80.99774,Residential,Masonry
536383,FL,VOLUSIA COUNTY,29.15338,-81.035705,Residential,Wood
927490,FL,VOLUSIA COUNTY,29.160055,-81.063293,Residential,Wood
348405,FL,VOLUSIA COUNTY,29.181423,-81.013763,Residential,Masonry
727826,FL,VOLUSIA COUNTY,29.171345,-81.038094,Residential,Masonry
996308,FL,VOLUSIA COUNTY,29.157385,-81.071342,Residential,Masonry
243605,FL,VOLUSIA COUNTY,29.17809,-81.00607,Residential,Masonry
914026,FL,VOLUSIA COUNTY,29.167763,-81.007423,Commercial,Reinforced Masonry
227907,FL,VOLUSIA COUNTY,29.167763,-81.007423,Residential,Masonry
213955,FL,VOLUSIA COUNTY,29.167763,-81.007423,Residential,Wood
213798,FL,VOLUSIA COUNTY,29.167763,-81.007423,Residential,Wood
197481,FL,VOLUSIA COUNTY,29.17219,-81.00161,Commercial,Reinforced Masonry
722836,FL,VOLUSIA COUNTY,29.156158,-81.036842,Commercial,Reinforced Masonry
562536,FL,VOLUSIA COUNTY,29.17455,-81.00247,Residential,Wood
529407,FL,VOLUSIA COUNTY,29.15868,-80.996235,Residential,Wood
321186,FL,VOLUSIA COUNTY,29.1627,-81.0282,Residential,Masonry
860131,FL,VOLUSIA COUNTY,29.165253,-80.998657,Residential,Masonry
854674,FL,VOLUSIA COUNTY,29.16873,-81.02068,Residential,Wood
103863,FL,VOLUSIA COUNTY,29.16873,-81.02068,Residential,Masonry
153708,FL,VOLUSIA COUNTY,29.16873,-81.02068,Residential,Wood
633155,FL,VOLUSIA COUNTY,29.17324,-81.00342,Residential,Wood
243912,FL,VOLUSIA COUNTY,29.18116,-81.008,Commercial,Reinforced Masonry
182502,FL,VOLUSIA COUNTY,29.17791,-81.0088,Residential,Masonry
689232,FL,VOLUSIA COUNTY,29.17791,-81.0088,Residential,Wood
467572,FL,VOLUSIA COUNTY,29.17665,-81.01347,Residential,Wood
652715,FL,VOLUSIA COUNTY,29.166782,-81.012901,Residential,Wood
948998,FL,VOLUSIA COUNTY,29.16431,-81.02165,Residential,Wood
104863,FL,VOLUSIA COUNTY,29.177797,-81.010201,Residential,Masonry
282341,FL,VOLUSIA COUNTY,29.177797,-81.010201,Residential,Wood
786723,FL,VOLUSIA COUNTY,29.177797,-81.010201,Residential,Wood
300295,FL,VOLUSIA COUNTY,29.177797,-81.010201,Residential,Wood
513859,FL,VOLUSIA COUNTY,29.177797,-81.010201,Residential,Wood
376747,FL,VOLUSIA COUNTY,29.15388,-81.01593,Residential,Wood
102102,FL,VOLUSIA COUNTY,29.15388,-81.01593,Residential,Wood
722449,FL,VOLUSIA COUNTY,29.17558,-81.00126,Residential,Wood
995285,FL,VOLUSIA COUNTY,29.166286,-81.010239,Residential,Wood
553576,FL,VOLUSIA COUNTY,29.16954,-81.018608,Residential,Wood
452851,FL,VOLUSIA COUNTY,29.158646,-81.003082,Residential,Wood
245283,FL,VOLUSIA COUNTY,29.16798,-81.02257,Residential,Wood
772020,FL,VOLUSIA COUNTY,29.16798,-81.02257,Residential,Wood
358218,FL,VOLUSIA COUNTY,29.16798,-81.02257,Residential,Wood
817913,FL,VOLUSIA COUNTY,29.15388,-81.01593,Residential,Wood
454061,FL,VOLUSIA COUNTY,29.15388,-81.01593,Residential,Wood
709428,FL,VOLUSIA COUNTY,29.15388,-81.01593,Residential,Wood
926620,FL,VOLUSIA COUNTY,29.15388,-81.01593,Residential,Wood
234463,FL,VOLUSIA COUNTY,29.2105,-81.023,Residential,Wood
417445,FL,VOLUSIA COUNTY,29.171995,-81.119682,Commercial,Reinforced Masonry
725951,FL,VOLUSIA COUNTY,29.171995,-81.119682,Residential,Wood
650605,FL,VOLUSIA COUNTY,29.139296,-81.143211,Residential,Wood
548825,FL,VOLUSIA COUNTY,29.129015,-81.134575,Residential,Wood
934493,FL,VOLUSIA COUNTY,29.14623,-81.14493,Residential,Masonry
198380,FL,VOLUSIA COUNTY,29.139572,-81.144165,Residential,Masonry
285662,FL,VOLUSIA COUNTY,29.139572,-81.144165,Residential,Wood
861564,FL,VOLUSIA COUNTY,29.1741,-81.1118,Residential,Masonry
587849,FL,VOLUSIA COUNTY,29.146629,-81.1465,Residential,Wood
626470,FL,VOLUSIA COUNTY,29.143867,-81.1455,Residential,Masonry
481481,FL,VOLUSIA COUNTY,29.135469,-81.14991,Residential,Wood
362063,FL,VOLUSIA COUNTY,29.135303,-81.149818,Residential,Wood
379162,FL,VOLUSIA COUNTY,29.139574,-81.14402,Residential,Masonry
527689,FL,VOLUSIA COUNTY,29.139324,-81.143433,Residential,Masonry
682338,FL,VOLUSIA COUNTY,29.138763,-81.143204,Residential,Masonry
873609,FL,VOLUSIA COUNTY,29.085192,-81.042053,Residential,Masonry
993348,FL,VOLUSIA COUNTY,29.14033,-81.15316,Residential,Wood
416108,FL,VOLUSIA COUNTY,29.216525,-81.11111,Residential,Wood
830263,FL,VOLUSIA COUNTY,29.121375,-81.008478,Commercial,Reinforced Masonry
722233,FL,VOLUSIA COUNTY,29.115477,-80.982193,Residential,Wood
743860,FL,VOLUSIA COUNTY,29.122967,-80.992188,Residential,Wood
422349,FL,VOLUSIA COUNTY,29.11666,-80.98978,Residential,Wood
938072,FL,VOLUSIA COUNTY,29.11666,-80.98978,Residential,Wood
983288,FL,VOLUSIA COUNTY,29.11666,-80.98978,Residential,Wood
853113,FL,VOLUSIA COUNTY,29.11666,-80.98978,Residential,Wood
146385,FL,VOLUSIA COUNTY,29.11666,-80.98978,Residential,Wood
828861,FL,VOLUSIA COUNTY,29.11666,-80.98978,Residential,Wood
452534,FL,VOLUSIA COUNTY,29.11666,-80.98978,Residential,Wood
550347,FL,VOLUSIA COUNTY,29.128111,-80.979691,Residential,Masonry
887230,FL,VOLUSIA COUNTY,29.129873,-80.978493,Residential,Wood
900664,FL,VOLUSIA COUNTY,29.128992,-80.98082,Residential,Wood
960671,FL,VOLUSIA COUNTY,29.14339,-80.99025,Residential,Masonry
854865,FL,VOLUSIA COUNTY,29.14339,-80.99025,Residential,Wood
286926,FL,VOLUSIA COUNTY,29.14339,-80.99025,Residential,Wood
663508,FL,VOLUSIA COUNTY,29.10738,-81.00768,Residential,Wood
385721,FL,VOLUSIA COUNTY,29.128492,-80.980354,Residential,Wood
651631,FL,VOLUSIA COUNTY,29.13409,-80.98632,Commercial,Reinforced Masonry
263801,FL,VOLUSIA COUNTY,29.13409,-80.98632,Residential,Masonry
833210,FL,VOLUSIA COUNTY,29.13321,-80.98665,Residential,Wood
792522,FL,VOLUSIA COUNTY,29.1332,-80.98545,Residential,Wood
862629,FL,VOLUSIA COUNTY,29.07155,-81.068109,Residential,Wood
490576,FL,VOLUSIA COUNTY,29.13105,-81.00284,Residential,Wood
974369,FL,VOLUSIA COUNTY,29.115919,-81.024231,Commercial,Reinforced Concrete
264271,FL,VOLUSIA COUNTY,29.098173,-80.9403,Residential,Masonry
176621,FL,VOLUSIA COUNTY,29.106899,-81.004257,Residential,Masonry
608232,FL,VOLUSIA COUNTY,29.13668,-80.9611,Residential,Masonry
958991,FL,VOLUSIA COUNTY,29.13715,-80.99432,Residential,Masonry
104000,FL,VOLUSIA COUNTY,29.13847,-80.99427,Residential,Wood
286262,FL,VOLUSIA COUNTY,29.1133,-80.9877,Residential,Wood
427471,FL,VOLUSIA COUNTY,29.127355,-81.022138,Residential,Masonry
805669,FL,VOLUSIA COUNTY,29.117735,-81.060661,Residential,Wood
336754,FL,VOLUSIA COUNTY,29.117735,-81.060661,Residential,Wood
294775,FL,VOLUSIA COUNTY,29.117735,-81.060661,Residential,Wood
147577,FL,VOLUSIA COUNTY,29.1133,-80.9877,Residential,Wood
634635,FL,VOLUSIA COUNTY,29.1133,-80.9877,Residential,Wood
102309,FL,VOLUSIA COUNTY,29.12692,-80.99234,Residential,Wood
497178,FL,VOLUSIA COUNTY,29.148295,-81.005085,Residential,Wood
668990,FL,VOLUSIA COUNTY,29.13715,-80.99432,Residential,Masonry
405721,FL,VOLUSIA COUNTY,29.13715,-80.99432,Residential,Wood
703941,FL,VOLUSIA COUNTY,29.13715,-80.99432,Residential,Masonry
363432,FL,VOLUSIA COUNTY,29.13715,-80.99432,Commercial,Reinforced Masonry
648084,FL,VOLUSIA COUNTY,29.0941,-80.99107,Residential,Wood
129193,FL,VOLUSIA COUNTY,29.13715,-80.99432,Residential,Wood
295424,FL,VOLUSIA COUNTY,29.12478,-80.98963,Residential,Masonry
981050,FL,VOLUSIA COUNTY,29.108749,-80.973312,Residential,Masonry
438080,FL,VOLUSIA COUNTY,29.14217,-80.99141,Residential,Masonry
753289,FL,VOLUSIA COUNTY,29.10493,-81.00497,Residential,Masonry
985232,FL,VOLUSIA COUNTY,29.10493,-81.00497,Residential,Masonry
477875,FL,VOLUSIA COUNTY,29.10493,-81.00497,Residential,Masonry
743546,FL,VOLUSIA COUNTY,29.10493,-81.00497,Residential,Masonry
977031,FL,VOLUSIA COUNTY,29.11072,-81.01626,Commercial,Reinforced Masonry
813266,FL,VOLUSIA COUNTY,29.11072,-81.01626,Residential,Masonry
973836,FL,VOLUSIA COUNTY,29.11072,-81.01626,Residential,Masonry
481626,FL,VOLUSIA COUNTY,29.11072,-81.01626,Residential,Masonry
726330,FL,VOLUSIA COUNTY,29.11072,-81.01626,Residential,Wood
727142,FL,VOLUSIA COUNTY,29.11619,-81.01758,Commercial,Reinforced Masonry
941902,FL,VOLUSIA COUNTY,29.11619,-81.01758,Commercial,Reinforced Masonry
446324,FL,VOLUSIA COUNTY,29.11619,-81.01758,Residential,Masonry
267389,FL,VOLUSIA COUNTY,29.11619,-81.01758,Residential,Wood
192371,FL,VOLUSIA COUNTY,29.12504,-81.00419,Commercial,Reinforced Masonry
237725,FL,VOLUSIA COUNTY,29.101536,-80.939552,Residential,Masonry
631659,FL,VOLUSIA COUNTY,29.101536,-80.939552,Residential,Masonry
174025,FL,VOLUSIA COUNTY,29.141516,-80.994423,Residential,Masonry
236305,FL,VOLUSIA COUNTY,29.128202,-80.956024,Residential,Wood
262115,FL,VOLUSIA COUNTY,29.1133,-80.9877,Residential,Wood
659430,FL,VOLUSIA COUNTY,29.08445,-80.93118,Residential,Wood
401543,FL,VOLUSIA COUNTY,29.08066,-80.929077,Residential,Wood
524030,FL,VOLUSIA COUNTY,29.08066,-80.929077,Residential,Wood
847943,FL,VOLUSIA COUNTY,29.08066,-80.929077,Residential,Wood
529482,FL,VOLUSIA COUNTY,29.08066,-80.929077,Residential,Wood
244678,FL,VOLUSIA COUNTY,29.08066,-80.929077,Residential,Wood
218459,FL,VOLUSIA COUNTY,29.08066,-80.929077,Commercial,Reinforced Masonry
718950,FL,VOLUSIA COUNTY,29.10199,-81.02819,Residential,Wood
226106,FL,VOLUSIA COUNTY,29.10199,-81.02819,Residential,Wood
472550,FL,VOLUSIA COUNTY,29.10199,-81.02819,Residential,Wood
964092,FL,VOLUSIA COUNTY,29.137463,-81.076988,Residential,Wood
801111,FL,VOLUSIA COUNTY,29.08593,-81.03367,Residential,Wood
229493,FL,VOLUSIA COUNTY,29.072428,-81.022537,Residential,Wood
180769,FL,VOLUSIA COUNTY,29.06843,-81.040634,Residential,Wood
987899,FL,VOLUSIA COUNTY,29.06843,-81.040634,Residential,Wood
482040,FL,VOLUSIA COUNTY,29.06576,-81.04101,Commercial,Reinforced Masonry
428124,FL,VOLUSIA COUNTY,29.06576,-81.04101,Commercial,Reinforced Masonry
431367,FL,VOLUSIA COUNTY,29.06576,-81.04101,Residential,Wood
894930,FL,VOLUSIA COUNTY,29.08342,-81.02735,Commercial,Reinforced Masonry
355198,FL,VOLUSIA COUNTY,29.079609,-81.053123,Residential,Masonry
840466,FL,VOLUSIA COUNTY,29.13162,-81.09042,Residential,Wood
330891,FL,VOLUSIA COUNTY,29.13162,-81.09042,Residential,Wood
723299,FL,VOLUSIA COUNTY,29.13162,-81.09042,Residential,Masonry
835927,FL,VOLUSIA COUNTY,29.08298,-81.06636,Residential,Wood
321261,FL,VOLUSIA COUNTY,29.14994,-80.972155,Residential,Wood
381393,FL,VOLUSIA COUNTY,29.13185,-81.00894,Commercial,Reinforced Masonry
757608,FL,VOLUSIA COUNTY,29.13185,-81.00894,Residential,Masonry
717132,FL,VOLUSIA COUNTY,29.14724,-81.03411,Commercial,Reinforced Masonry
253783,FL,VOLUSIA COUNTY,29.12954,-81.00679,Residential,Masonry
401871,FL,VOLUSIA COUNTY,29.12918,-81.00475,Commercial,Reinforced Masonry
677358,FL,VOLUSIA COUNTY,29.126038,-81.01918,Residential,Wood
280225,FL,VOLUSIA COUNTY,29.14281,-80.99431,Residential,Wood
486101,FL,VOLUSIA COUNTY,29.13677,-81.02819,Residential,Wood
562345,FL,VOLUSIA COUNTY,29.13677,-81.02819,Residential,Masonry
758963,FL,VOLUSIA COUNTY,29.13677,-81.02819,Residential,Wood
765772,FL,VOLUSIA COUNTY,29.13774,-81.0109,Residential,Wood
843269,FL,VOLUSIA COUNTY,29.13677,-81.02819,Residential,Wood
801750,FL,VOLUSIA COUNTY,29.13677,-81.02819,Residential,Wood
355055,FL,VOLUSIA COUNTY,29.13677,-81.02819,Residential,Masonry
502723,FL,VOLUSIA COUNTY,29.1383,-81.0226,Residential,Wood
612809,FL,VOLUSIA COUNTY,29.1383,-81.0226,Residential,Wood
665201,FL,VOLUSIA COUNTY,29.13936,-81.042445,Residential,Wood
270701,FL,VOLUSIA COUNTY,29.140405,-80.99823,Residential,Wood
348236,FL,VOLUSIA COUNTY,29.140405,-80.99823,Residential,Wood
271325,FL,VOLUSIA COUNTY,29.140405,-80.99823,Residential,Wood
547416,FL,VOLUSIA COUNTY,29.12438,-81.02336,Commercial,Reinforced Masonry
449499,FL,VOLUSIA COUNTY,29.1383,-81.0226,Residential,Wood
671590,FL,VOLUSIA COUNTY,29.1383,-81.0226,Residential,Wood
809095,FL,VOLUSIA COUNTY,29.1383,-81.0226,Residential,Wood
235193,FL,VOLUSIA COUNTY,29.1383,-81.0226,Residential,Wood
551388,FL,VOLUSIA COUNTY,29.118391,-81.038239,Residential,Wood
625939,FL,VOLUSIA COUNTY,29.14704,-81.03822,Residential,Wood
262696,FL,VOLUSIA COUNTY,29.13196,-81.03355,Residential,Masonry
913263,FL,VOLUSIA COUNTY,29.14951,-81.02655,Commercial,Reinforced Masonry
744845,FL,VOLUSIA COUNTY,29.14951,-81.02655,Commercial,Reinforced Masonry
870758,FL,VOLUSIA COUNTY,29.14951,-81.02655,Commercial,Reinforced Masonry
917183,FL,VOLUSIA COUNTY,29.14951,-81.02655,Commercial,Reinforced Masonry
997495,FL,VOLUSIA COUNTY,29.11962,-81.0384,Residential,Masonry
818025,FL,VOLUSIA COUNTY,29.11962,-81.0384,Residential,Masonry
294879,FL,VOLUSIA COUNTY,29.11962,-81.0384,Residential,Masonry
362081,FL,VOLUSIA COUNTY,29.11962,-81.0384,Residential,Masonry
792782,FL,VOLUSIA COUNTY,29.11962,-81.0384,Residential,Wood
526576,FL,VOLUSIA COUNTY,29.11962,-81.0384,Commercial,Reinforced Masonry
344855,FL,VOLUSIA COUNTY,29.13078,-81.01657,Residential,Masonry
682006,FL,VOLUSIA COUNTY,29.13078,-81.01657,Residential,Masonry
962496,FL,VOLUSIA COUNTY,29.13078,-81.01657,Residential,Masonry
808666,FL,VOLUSIA COUNTY,29.13078,-81.01657,Residential,Masonry
838500,FL,VOLUSIA COUNTY,29.13078,-81.01657,Commercial,Reinforced Masonry
842070,FL,VOLUSIA COUNTY,29.13078,-81.01657,Residential,Masonry
919711,FL,VOLUSIA COUNTY,29.13078,-81.01657,Residential,Masonry
752903,FL,VOLUSIA COUNTY,29.14779,-81.00089,Residential,Masonry
363096,FL,VOLUSIA COUNTY,29.14779,-81.00089,Residential,Masonry
873560,FL,VOLUSIA COUNTY,29.131428,-81.007111,Residential,Masonry
191104,FL,VOLUSIA COUNTY,29.11884,-81.02333,Residential,Masonry
573603,FL,VOLUSIA COUNTY,29.1254,-81.35303,Residential,Masonry
919030,FL,VOLUSIA COUNTY,29.220587,-81.318367,Residential,Wood
707649,FL,VOLUSIA COUNTY,29.131128,-81.285103,Residential,Wood
754244,FL,VOLUSIA COUNTY,29.16033,-81.386645,Residential,Wood
933008,FL,VOLUSIA COUNTY,29.16033,-81.386645,Residential,Wood
599502,FL,VOLUSIA COUNTY,29.16033,-81.386645,Residential,Masonry
108651,FL,VOLUSIA COUNTY,29.16033,-81.386645,Commercial,Reinforced Masonry
233752,FL,VOLUSIA COUNTY,29.114527,-81.347481,Residential,Wood
294196,FL,VOLUSIA COUNTY,29.114527,-81.347481,Residential,Wood
564920,FL,VOLUSIA COUNTY,29.1348,-81.3341,Residential,Wood
188179,FL,PUTNAM COUNTY,29.669,-81.5863,Residential,Wood
230674,FL,PUTNAM COUNTY,29.64772,-81.60089,Residential,Wood
639609,FL,PUTNAM COUNTY,29.64772,-81.60089,Commercial,Reinforced Masonry
874532,FL,PUTNAM COUNTY,29.64772,-81.60089,Commercial,Reinforced Masonry
959871,FL,PUTNAM COUNTY,29.696625,-81.558315,Residential,Wood
236326,FL,PUTNAM COUNTY,29.669,-81.5863,Residential,Masonry
857262,FL,PUTNAM COUNTY,29.669,-81.5863,Commercial,Reinforced Masonry
827666,FL,PUTNAM COUNTY,29.669,-81.5863,Commercial,Reinforced Masonry
166276,FL,PUTNAM COUNTY,29.669,-81.5863,Residential,Masonry
413493,FL,PUTNAM COUNTY,29.695315,-81.625095,Residential,Wood
122394,FL,VOLUSIA COUNTY,28.994122,-80.908897,Residential,Wood
810700,FL,VOLUSIA COUNTY,28.99375,-80.908028,Residential,Wood
785576,FL,VOLUSIA COUNTY,28.992571,-80.905548,Residential,Wood
708894,FL,VOLUSIA COUNTY,28.99584,-80.90913,Residential,Wood
128182,FL,VOLUSIA COUNTY,28.951183,-80.945541,Residential,Masonry
881097,FL,VOLUSIA COUNTY,28.969645,-80.902817,Residential,Masonry
917198,FL,VOLUSIA COUNTY,28.983873,-80.907761,Residential,Masonry
106683,FL,VOLUSIA COUNTY,28.983873,-80.907761,Residential,Masonry
770894,FL,VOLUSIA COUNTY,28.974438,-80.897209,Residential,Masonry
999359,FL,VOLUSIA COUNTY,28.94197,-80.882825,Residential,Wood
198181,FL,VOLUSIA COUNTY,28.9793,-80.9141,Residential,Wood
631473,FL,VOLUSIA COUNTY,28.9793,-80.9141,Residential,Masonry
889016,FL,VOLUSIA COUNTY,28.97228,-80.89824,Residential,Wood
303031,FL,VOLUSIA COUNTY,28.992743,-80.90477,Residential,Masonry
377542,FL,VOLUSIA COUNTY,28.972261,-80.897629,Residential,Masonry
951489,FL,VOLUSIA COUNTY,28.99311,-80.90409,Residential,Wood
686879,FL,VOLUSIA COUNTY,28.9793,-80.9141,Residential,Wood
801049,FL,VOLUSIA COUNTY,28.98004,-80.90291,Residential,Wood
173960,FL,VOLUSIA COUNTY,28.99243,-80.90686,Residential,Wood
488330,FL,VOLUSIA COUNTY,28.979616,-80.902916,Residential,Wood
237875,FL,VOLUSIA COUNTY,28.992571,-80.905548,Residential,Masonry
593377,FL,VOLUSIA COUNTY,28.980595,-80.904343,Residential,Wood
130913,FL,VOLUSIA COUNTY,28.976618,-80.898064,Residential,Wood
125769,FL,VOLUSIA COUNTY,28.9793,-80.9141,Residential,Wood
947936,FL,VOLUSIA COUNTY,28.9793,-80.9141,Residential,Masonry
877888,FL,VOLUSIA COUNTY,28.98497,-80.922554,Residential,Wood
163808,FL,VOLUSIA COUNTY,28.980055,-80.941175,Residential,Masonry
631628,FL,VOLUSIA COUNTY,28.993643,-80.919189,Residential,Wood
175071,FL,VOLUSIA COUNTY,28.990973,-80.903534,Residential,Wood
836122,FL,VOLUSIA COUNTY,28.9474,-80.9545,Residential,Wood
118326,FL,VOLUSIA COUNTY,28.9474,-80.9545,Residential,Wood
394507,FL,VOLUSIA COUNTY,28.9474,-80.9545,Residential,Wood
386841,FL,VOLUSIA COUNTY,28.9474,-80.9545,Residential,Wood
923423,FL,VOLUSIA COUNTY,28.9474,-80.9545,Residential,Wood
987709,FL,VOLUSIA COUNTY,28.97276,-80.901175,Residential,Wood
830445,FL,VOLUSIA COUNTY,28.98921,-80.90169,Residential,Wood
346459,FL,VOLUSIA COUNTY,28.98921,-80.90169,Residential,Wood
974850,FL,VOLUSIA COUNTY,28.98921,-80.90169,Residential,Wood
766613,FL,VOLUSIA COUNTY,28.95587,-80.942325,Residential,Wood
852166,FL,VOLUSIA COUNTY,28.985897,-80.909035,Residential,Wood
